391,10252,391
465,11732,465
758,3749,758
851,15883,851
1018,1321,1018
1326,11452,1326
1524,8642,1524
1610,15993,1610
1677,13715,1677
1961,14816,1961
2372,13577,4902
2635,11810,2635
2786,9917,2786
3109,5084,3109
3583,7795,11876
4158,9998,4158
4218,8377,4218
4616,5293,4616
4663,14653,4663
4756,14516,4756
4902,6490,4902
4962,7980,4962
5639,11567,5639
5714,3401,5813
5719,6179,5719
5813,10278,5813
5931,12536,5931
6258,8508,6258
6307,6234,6307
6513,11716,6513
6694,11685,6694
6784,7270,9040
7116,8671,7116
7296,8500,3109
7606,11579,7606
7728,354,7728
7885,2925,5639
8429,10571,8429
8650,2507,8650
8667,10613,8667
8685,10106,8685
8911,957,8911
9040,5474,9040
9079,16242,7296
9462,6415,9462
9771,14692,9771
10358,1429,10358
10404,10211,10404
11046,2940,11046
11087,8515,11087
11592,13653,11592
11876,6787,11876
12392,9657,12392
12733,4586,12733
12997,3698,12997
13755,10186,13755
13800,13720,7606
14928,320,14928
14960,13057,14960
15237,7909,15237
