37,9079,13826
48,8650,53
53,8650,4986
77,9771,11236
96,11876,7795
103,10358,5461
105,5931,8337
205,3109,8500
221,11087,8754
222,1961,6629
232,5719,13394
241,465,9996
247,1961,16476
299,13800,748
320,14928,320
339,15237,12137
343,7116,2301
354,7728,354
443,4756,8130
462,10358,9356
506,3583,10795
507,9771,10526
514,8650,14001
563,6784,3513
574,9079,16255
654,8685,1493
691,465,4463
696,8429,8605
697,5813,2912
739,4756,10429
748,7606,12233
761,4158,9998
762,8650,4986
799,11876,5705
838,7116,8671
853,8650,15981
890,9771,3956
925,851,6843
932,8650,12338
934,2372,1154
940,851,3521
957,8911,1185
979,6258,6426
996,7885,5872
1021,10358,15838
1037,4218,11602
1045,9462,1045
1058,4616,2902
1069,8911,16409
1104,8650,15529
1122,2786,9917
1153,851,6843
1154,2372,10971
1182,1610,15993
1185,10358,103
1204,1961,6629
1264,11592,13653
1267,7296,1354
1280,8650,4561
1303,9079,2623
1314,9040,10039
1321,1018,11722
1325,8685,9122
1354,7296,16242
1382,6694,14038
1398,9079,7256
1401,5714,13308
1404,2372,11542
1405,1677,12221
1425,5931,12917
1429,10358,9356
1439,5714,12716
1482,9462,2155
1486,4616,940
1489,1961,9062
1493,8685,1325
1498,5931,3540
1516,8911,4854
1525,3109,15137
1564,5931,8337
1580,3583,4930
1606,6784,3513
1775,9040,10143
1785,4663,6627
1797,465,241
1809,5639,5390
1852,5931,7481
1898,4663,6627
1949,11876,10795
1999,15237,11934
2040,5719,11428
2054,1961,15196
2071,9771,2652
2155,9462,9029
2163,4663,1785
2196,3583,9648
2229,4902,2229
2260,9462,9029
2261,15237,2261
2280,5639,11567
2285,7116,3453
2295,391,10252
2301,11087,2301
2327,1677,6047
2346,4756,11430
2348,5639,11480
2421,391,10312
2450,1524,2450
2485,3109,7866
2492,4756,11430
2507,8650,12027
2540,4616,4875
2544,4616,5293
2551,12733,2826
2577,7116,8671
2623,9079,12360
2646,6258,16097
2652,9771,13366
2669,10358,3594
2679,4218,11235
2781,4663,13530
2802,3583,2802
2817,13800,11126
2826,12733,2826
2845,7116,5148
2851,7116,2301
2902,4218,2902
2912,5714,16294
2925,9771,10715
2940,11046,14694
2992,4756,11430
2993,8650,7152
3044,5931,4198
3057,8650,5003
3061,10404,10211
3112,8650,4844
3114,8650,4844
3127,8650,3057
3197,4756,2992
3263,5931,105
3271,9771,9493
3301,5931,6182
3356,6307,12533
3358,8650,3057
3369,9079,8465
3382,1677,1405
3401,5813,697
3453,7116,2577
3458,4663,2992
3467,5719,11917
3480,8667,13219
3487,1018,3487
3513,6784,7270
3521,851,925
3540,5931,14003
3544,1018,11722
3565,9771,8889
3574,13755,10832
3584,8429,3584
3593,9771,9271
3594,10358,16248
3611,8667,3480
3639,8650,10930
3668,6258,3931
3688,465,15635
3698,12997,13961
3737,5931,7923
3749,758,9110
3869,15237,15847
3878,9771,10715
3887,8650,48
3909,11592,13653
3931,6258,12227
3934,8667,10847
3956,9771,11236
4026,7116,11529
4032,5931,12917
4036,1961,5362
4045,6513,5631
4093,6307,6045
4104,8650,4104
4105,1961,14816
4133,4616,940
4198,5931,5754
4310,15237,3869
4397,1961,8651
4439,2372,6401
4463,465,2260
4473,4663,14653
4561,8650,5728
4580,1524,14698
4585,7606,748
4586,12733,2826
4596,4663,1785
4650,7885,9550
4700,4902,9826
4706,6258,8508
4727,4902,6627
4815,6784,7270
4844,8650,7886
4854,8911,8837
4868,8667,5655
4875,4616,4951
4879,4616,10716
4897,15237,4897
4916,8650,2993
4930,11876,2802
4951,4616,8964
4986,8650,13279
5002,5719,5623
5003,8650,15058
5022,7885,8846
5044,2372,15289
5052,3109,13797
5056,8667,3934
5084,3109,12562
5106,3109,6932
5125,8429,10571
5148,7116,13087
5165,2372,1404
5193,2372,6627
5230,6258,11442
5273,8650,13279
5293,4616,8675
5302,10358,9587
5314,1326,15367
5349,5931,105
5362,1961,16070
5380,6258,16046
5386,8667,3611
5390,5639,13335
5406,10358,11243
5407,8650,15058
5442,9771,11785
5453,1961,5561
5461,10358,10001
5462,3583,12862
5474,9040,15400
5487,2372,5165
5502,3109,2485
5561,1961,9148
5568,8650,15981
5576,12392,9657
5623,5719,7925
5631,6513,13501
5652,6258,10386
5655,8667,3480
5657,5719,11917
5705,11876,1949
5728,8650,1104
5754,5931,6059
5783,13800,6765
5794,2372,12257
5830,8650,12338
5841,5719,11936
5872,9771,10216
5881,6258,10609
5883,4756,2492
5955,9462,1045
5978,6258,5230
5982,8429,5125
5987,4902,2229
5990,14960,12434
6045,6307,1069
6047,1677,14763
6059,5931,12778
6060,2372,11542
6095,2372,11309
6107,10358,5461
6119,2372,6095
6121,8429,3584
6167,3109,15438
6179,5719,13395
6182,5931,14345
6186,9079,8266
6215,6258,10386
6225,8911,7571
6234,6307,12533
6251,7728,354
6301,3109,6932
6368,465,6415
6390,9462,1045
6397,5719,5841
6401,2372,1154
6415,9462,4463
6426,6258,10806
6432,6258,5652
6446,12733,2551
6490,2372,12257
6519,2372,15289
6524,4663,14020
6525,2372,9826
6570,8650,9127
6612,15237,6822
6627,4902,15289
6629,1961,13288
6748,6258,6215
6760,8650,2993
6764,2786,6764
6765,13800,9948
6782,15237,13900
6787,11876,7795
6822,15237,339
6843,4616,8964
6857,13800,6857
6904,9040,10039
6913,8650,5728
6932,3109,15919
6988,8650,5273
7001,8650,7920
7002,9771,3565
7009,10358,1021
7075,11876,10795
7149,8650,16138
7152,8650,14001
7158,9462,14123
7175,4902,5987
7240,1961,14830
7248,11876,10795
7256,9079,12879
7257,8650,13109
7270,6784,10618
7309,9079,8500
7481,5931,105
