37,9079,9079
48,8650,4902
53,8650,8650
77,9771,9771
96,3583,11876
103,10358,10358
105,5931,5931
205,3109,3109
221,11087,11087
222,1961,1961
232,5719,5719
241,465,9462
247,1961,1961
299,13800,13800
320,14928,14928
339,15237,15237
343,7116,7116
354,7728,7728
443,4756,4756
462,10358,10358
506,3583,3583
507,9771,9771
514,8650,4902
563,6784,6784
574,7116,7116
654,8685,8685
691,465,9462
696,8429,8429
697,5714,6513
739,4756,4756
748,7606,7606
761,4158,4158
762,8650,8650
799,11876,3583
838,7116,7116
853,8650,4902
890,9771,9771
925,851,851
932,8650,4902
934,2372,4902
940,4218,851
957,8911,8911
979,6258,6258
996,9771,7885
1021,10358,10358
1037,4218,851
1045,9462,9462
1058,4616,4616
1069,8911,8911
1104,8650,4902
1122,2786,2786
1153,851,4616
1154,2372,4902
1182,1610,1610
1185,10358,10358
1204,1961,1961
1264,11592,11592
1267,7296,7296
1280,8650,4902
1303,9079,9079
1314,9040,9040
1321,1018,1018
1325,8685,8685
1354,7296,7296
1382,6694,6694
1398,9079,9079
1401,5813,6513
1404,2372,4902
1405,1677,1677
1425,5931,5931
1429,10358,10358
1439,5714,5813
1482,9462,465
1486,851,851
1489,1961,1961
1493,8685,8685
1498,5931,5931
1516,6307,8911
1525,3109,3109
1564,5931,5931
1580,3583,3583
1606,6784,6784
1775,9040,9040
1785,4663,4663
1797,465,465
1809,5639,5639
1852,5931,5931
1898,4663,4663
1949,11876,11876
1999,15237,15237
2040,5719,5719
2054,1961,1961
2071,9771,7885
2155,9462,465
2163,4663,4663
2196,3583,11876
2229,2372,4902
2260,465,465
2261,15237,15237
2280,5639,5639
2285,7116,7116
2295,391,391
2301,11087,11087
2327,1677,1677
2346,4756,4756
2348,5639,5639
2421,391,391
2450,1524,1524
2485,3109,3109
2492,4756,4756
2507,8650,8650
2540,4616,4218
2544,4616,851
2551,12733,12733
2577,7116,7116
2623,9079,9079
2646,6258,6258
2652,7885,7885
2669,10358,10358
2679,4218,4616
2781,4663,4663
2802,3583,11876
2817,13800,7606
2826,12733,12733
2845,7116,7116
2851,7116,7116
2902,851,851
2912,6513,6513
2925,9771,7885
2940,11046,11046
2992,4663,4663
2993,8650,8650
3044,5931,5931
3057,8650,8650
3061,10404,10404
3112,8650,8650
3114,8650,4902
3127,8650,4902
3197,4756,4756
3263,5931,5931
3271,9771,7885
3301,5931,5931
3356,8911,6307
3358,8650,8650
3369,9079,9079
3382,1677,1677
3401,5813,5714
3453,7116,7116
3458,4663,4663
3467,5719,5719
3480,8667,8667
3487,1018,1018
3513,6784,6784
3521,851,851
3540,5931,5931
3544,1018,1018
3565,9771,9771
3574,13755,13755
3584,8429,8429
3593,9771,9771
3594,10358,10358
3611,8667,8667
3639,8650,8650
3668,6258,6258
3688,465,465
3698,12997,12997
3737,5931,5931
3749,758,758
3869,15237,15237
3878,9771,9771
3887,8650,8650
3909,11592,11592
3931,6258,6258
3934,8667,8667
3956,7885,7885
4026,7116,7116
4032,5931,5931
4036,1961,1961
4045,5714,5813
4093,6307,6307
4104,8650,4902
4105,1961,1961
4133,4616,4616
4198,5931,5931
4310,15237,15237
4397,1961,1961
4439,2372,2372
4463,465,465
4473,4663,4663
4561,8650,4902
4580,1524,1524
4585,7606,13800
4586,12733,12733
4596,4663,4663
4650,7885,9771
4700,6258,6258
4706,6258,6258
4727,4902,8650
4815,6784,6784
4844,8650,8650
4854,8911,8911
4868,8667,8667
4875,851,851
4879,851,851
4897,15237,15237
4916,8650,4902
4930,3583,3583
4951,4616,4616
4986,8650,8650
5002,5719,5719
5003,8650,4902
5022,7885,7885
5044,2372,4902
5052,3109,3109
5056,8667,8667
5084,3109,3109
5106,3109,3109
5125,8429,8429
5148,7116,7116
5165,2372,2372
5193,2372,4902
5230,6258,6258
5273,8650,8650
5293,4616,4616
5302,10358,10358
5314,1326,1326
5349,5931,5931
5362,1961,1961
5380,6258,6258
5386,8667,8667
5390,5639,5639
5406,10358,10358
5407,8650,4902
5442,9771,7885
5453,1961,1961
5461,10358,10358
5462,11876,3583
5474,9040,9040
5487,2372,4902
5502,3109,3109
5561,1961,1961
5568,8650,8650
5576,12392,12392
5623,5719,5719
5631,6513,6513
5652,6258,6258
5655,8667,8667
5657,5719,5719
5705,11876,3583
5728,8650,8650
5754,5931,5931
5783,7606,7606
5794,2372,2372
5830,8650,8650
5841,5719,5719
5872,7885,9771
5881,6258,6258
5883,4756,4756
5955,9462,465
5978,6258,6258
5982,8429,8429
5987,2372,2372
5990,14960,14960
6045,6307,8911
6047,1677,1677
6059,5931,5931
6060,2372,2372
6095,2372,4902
6107,10358,10358
6119,2372,2372
6121,8429,8429
6167,3109,3109
6179,5719,5719
6182,5931,5931
6186,9079,9079
6215,6258,6258
6225,6307,6307
6234,8911,6307
6251,7728,7728
6301,3109,3109
6368,9462,9462
6390,9462,9462
6397,5719,5719
6401,2372,2372
6415,9462,9462
6426,6258,6258
6432,6258,6258
6446,12733,12733
6490,4902,2372
6519,2372,2372
6524,4663,4663
6525,2372,4902
6570,8650,8650
6612,15237,15237
6627,4902,4902
6629,1961,1961
6748,4663,4663
6760,8650,4902
6764,2786,2786
6765,7606,7606
6782,15237,15237
6787,11876,3583
6822,15237,15237
6843,4218,4218
6857,13800,7606
6904,9040,9040
6913,8650,8650
6932,3109,3109
6988,8650,4902
7001,8650,4902
7002,9771,9771
7009,10358,10358
7075,11876,3583
7149,8650,8650
7152,8650,4902
7158,465,9462
7175,4902,2372
7240,1961,1961
7248,11876,11876
7256,9079,9079
7257,8650,4902
7270,6784,6784
7309,9079,9079
7481,5931,5931
7517,5931,5931
7571,8911,6307
7609,2372,4902
7619,8650,4902
7626,3109,3109
7630,9771,9771
7650,6258,6258
7652,1677,1677
7661,5931,5931
7681,1961,1961
7694,8650,4902
7698,9771,7885
7719,8911,8911
7737,5931,5931
7745,3109,3109
7774,9079,9079
7787,7606,13800
7794,3109,3109
7795,3583,11876
7822,8650,4902
7829,4663,4663
7855,7885,9771
7866,3109,3109
7886,8650,8650
7890,4962,4962
7904,15237,15237
7909,15237,15237
7920,8650,4902
7923,5931,5931
7925,5719,5719
7980,4962,4962
8004,7116,7116
8010,15237,15237
8043,15237,15237
8054,8650,4902
8078,851,851
8130,4756,4756
8161,2635,2635
8176,8667,8667
8191,9079,9079
8221,465,9462
8241,5931,5931
8266,9079,9079
8281,4756,4756
8298,4663,4663
8337,5931,5931
8377,4218,851
8456,4756,4756
8465,9079,9079
8476,9079,9079
8500,3109,3109
8508,6258,6258
8515,11087,11087
8521,1677,1677
8544,8650,8650
8605,8429,8429
8613,5931,5931
8642,1524,1524
