376,196,376
376,643,376
376,867,376
376,220,376
376,1583,376
511,1810,511
511,549,511
511,549,511
511,1810,511
511,1810,511
523,2406,523
523,949,523
523,429,523
523,2406,523
523,949,523
669,1124,669
669,729,669
669,729,669
669,1086,669
669,1124,669
684,1282,684
684,1358,684
684,1358,684
684,1358,684
684,1358,684
731,657,2300
731,788,2300
731,2355,731
731,1895,731
731,657,2300
799,326,799
799,1854,975
799,2221,799
799,961,799
799,414,975
935,2623,1195
935,479,935
935,1286,1195
935,1286,935
935,1172,1195
975,302,799
975,2097,975
975,2221,975
975,2097,975
975,302,799
1195,1172,1195
1195,294,2136
1195,1286,2136
1195,0,935
1195,270,1195
1547,783,1547
1547,2399,1547
1547,1423,1547
1547,1624,1547
1547,1924,1547
1577,1542,1577
1577,1334,1577
1577,1542,1577
1577,1054,1577
1577,1055,1577
1965,39,1965
1965,39,1965
1965,39,1965
1965,1964,1965
1965,1964,1965
2136,294,2136
2136,2468,935
2136,2277,1195
2136,1671,376
2136,2277,935
2300,1405,731
2300,788,2300
2300,1526,731
2300,788,731
2300,2557,731
